Horodatage;Temperature;Densité;Viscosité_dynamique;Humidite;Ecart_de_viscosité;4_µm;5_µm;6_µm;10_µm;12_µm;14_µm;20_µm;21_µm;25_µm;30_µm;38_µm;50_µm;60_µm;70_µm;100_µm;200_µm;Total_de_particules
18:10;27.35134697;866.0769653;28.10844849;0.230529785;6.076965332;34205;16820;5447;3641;2706;1472;1379;1167;935;659;659;391;271;114;2;0;69868
18:11;27.39414024;865.9484863;28.32310088;0.23046875;5.948486328;24757;10484;2529;1472;919;307;279;180;109;48;48;22;15;3;3;0;41175
18:12;27.43603706;865.4345703;28.02771959;0.230560303;5.434570313;20319;7804;1789;1087;724;262;227;143;82;36;36;17;14;6;7;2;32553
18:13;27.46204376;866.2054443;27.83298679;0.230316162;6.205444336;26015;10930;2892;1794;1234;535;492;368;278;174;174;105;80;42;7;0;45120
18:14;27.50508881;866.4624023;28.12923328;0.23034668;6.462402344;27965;12502;3792;2640;1989;1093;1014;817;619;440;440;276;191;85;2;0;53865
18:15;27.52789116;865.5630493;28.07111014;0.230316162;5.563049316;27695;12035;3602;2544;1901;1057;980;797;622;444;444;272;202;98;180;0;52873
18:16;27.55581474;865.9484863;27.90987073;0.230041504;5.948486328;22943;8917;2116;1331;891;335;298;203;126;70;70;45;34;16;2;1;37397
18:17;27.60064697;866.0769653;27.70142443;0.230316162;6.076965332;26821;12073;2929;1735;1100;360;295;170;105;48;48;20;12;5;5;0;45726
18:18;27.63061714;865.6915283;27.95349341;0.230163574;5.69152832;33244;16071;4965;3425;2498;1260;1161;940;732;495;495;288;204;95;6;2;65879
18:19;27.65315819;866.2054443;27.74317842;0.230194092;6.205444336;27051;11839;3470;2358;1716;875;806;638;484;350;350;227;174;91;7;1;50436
18:20;27.67288208;865.5630493;28.09530147;0.230255127;5.563049316;26023;11288;3477;2407;1772;921;846;635;470;315;315;193;154;74;3;2;48893
18:21;27.67480278;865.3060913;28.08228252;0.230316162;5.306091309;26198;10634;2569;1563;1047;407;355;233;150;76;76;42;36;15;2;0;43403
18:22;27.67147255;865.8200073;27.78541576;0.230285645;5.820007324;25647;10874;2508;1534;979;354;296;175;102;35;35;17;15;4;2;1;42577
18:23;27.62600708;866.0769653;27.67595928;0.230224609;6.076965332;26671;11463;3243;2215;1652;944;871;694;533;359;359;216;153;68;23;0;49464
18:24;27.60461617;865.5630493;27.8407773;0.230499268;5.563049316;30311;14051;4013;2690;1966;962;873;673;488;326;326;213;162;76;31;16;57161
18:25;27.57964134;865.9484863;27.90399035;0.230194092;5.948486328;28141;11824;3495;2394;1782;900;842;677;498;342;342;198;135;58;5;1;51633
18:26;27.54851341;866.3339233;27.63170307;0.23046875;6.33392334;28765;13207;4135;2940;2239;1204;1112;875;692;463;463;273;188;83;5;1;56644
18:27;27.50803375;865.6915283;27.8302331;0.23059082;5.69152832;23477;10237;2497;1561;989;313;269;172;108;57;57;25;18;2;5;0;39787
18:28;27.47805786;865.6915283;28.27778994;0.230682373;5.69152832;30993;13593;3426;2188;1480;608;550;368;259;171;171;95;65;34;2;0;54003
18:29;27.44308281;866.2054443;27.89979917;0.230682373;6.205444336;27189;11713;2909;1820;1181;389;325;197;108;43;43;23;16;4;2;0;45962
18:30;27.409132;865.5630493;28.15603931;0.231048584;5.563049316;27138;11572;3339;2267;1658;835;757;590;417;279;279;166;129;56;0;0;49482
18:31;27.35775375;865.4345703;28.43896835;0.230895996;5.434570313;28951;12964;3871;2707;2038;1040;957;759;568;383;383;230;169;77;2;0;55099
18:32;27.32943726;865.9484863;27.90183551;0.231170654;5.948486328;28813;13084;3853;2627;1920;884;813;625;470;306;306;190;146;76;31;0;54144
18:33;27.29291534;865.8200073;28.04421517;0.231079102;5.820007324;31105;14697;4598;3269;2432;1328;1228;985;750;527;527;295;218;105;4;0;62068
18:34;27.24973106;866.5908813;27.99872495;0.231292725;6.590881348;25590;10714;2485;1506;967;318;276;176;104;52;52;27;15;0;6;0;42288
18:35;27.21948624;866.7193604;28.08659617;0.231170654;6.719360352;30598;13797;3600;2395;1686;658;592;415;294;185;185;114;86;30;4;0;54639
18:36;27.19282913;866.0769653;28.34925894;0.231170654;6.076965332;29160;12416;3240;2092;1449;596;543;404;270;170;170;95;65;33;3;2;50706
18:37;27.16168594;865.9484863;28.06566563;0.231384277;5.948486328;29098;12211;3496;2367;1757;878;818;624;472;312;312;169;111;47;4;1;52676
18:38;27.10644341;865.5630493;28.62933022;0.2315979;5.563049316;28454;12578;3927;2843;2166;1255;1184;977;768;521;521;336;246;114;9;1;55899
18:39;27.08067894;865.4345703;28.70136267;0.231536865;5.434570313;27812;10877;2570;1714;1194;551;492;354;259;161;161;91;73;29;3;3;46341
18:40;27.04670906;865.6915283;28.19027472;0.231719971;5.69152832;23605;8691;1994;1315;920;389;360;251;152;99;99;53;35;22;5;0;37990
18:41;26.97761154;865.9484863;28.64992921;0.231719971;5.948486328;21496;8315;1851;1145;767;285;257;180;123;79;79;48;42;32;15;0;34714
18:42;26.96184349;866.0769653;28.76545326;0.231872559;6.076965332;26532;9629;2062;1257;838;331;294;198;125;69;69;36;29;8;130;2;41607
18:43;26.94799614;866.0769653;28.87223451;0.231994629;6.076965332;33897;14772;4015;2666;1954;1075;1004;828;653;448;448;276;205;79;15;0;62335
18:44;26.9403038;865.9484863;28.23575865;0.231903076;5.948486328;32036;14219;3499;2268;1609;742;673;524;388;254;254;158;123;50;6;1;56803
18:45;26.93081474;866.2054443;28.38460589;0.231964111;6.205444336;36998;17078;2975;1805;1216;578;508;376;263;171;171;99;77;35;7;0;62357
18:46;26.92543221;866.3339233;28.36059639;0.231872559;6.33392334;35478;16261;3662;2304;1591;664;596;409;274;157;157;89;68;34;32;0;61776
18:47;26.94312477;866.2054443;28.81401801;0.231903076;6.205444336;25243;10189;2811;1991;1513;883;831;668;512;374;374;249;186;87;5;0;45916
18:48;26.95915031;866.5908813;28.26838172;0.232147217;6.590881348;39020;18667;3575;2181;1513;721;641;507;371;254;254;145;107;46;0;0;68002
18:49;26.95889282;865.8200073;28.6671936;0.231964111;5.820007324;31399;13072;2813;1797;1246;524;473;352;252;164;164;99;72;33;3;0;52463
18:50;26.9573555;866.0769653;28.94799202;0.231964111;6.076965332;31300;13496;3675;2524;1861;1014;939;772;608;410;410;251;175;85;271;1;57791
18:51;26.9360714;865.9484863;28.8177568;0.231933594;5.948486328;29708;12536;3390;2322;1698;892;827;648;506;353;353;204;147;67;2;0;53653
18:52;26.92004585;865.6915283;28.93879381;0.231964111;5.69152832;31072;13022;3354;2258;1623;812;740;580;415;282;282;162;125;61;3;0;54791
18:53;26.93248367;866.5908813;28.57931075;0.232208252;6.590881348;30174;12927;3004;1791;1166;419;361;223;126;67;67;25;17;4;5;0;50376
18:54;26.94607353;866.0769653;28.37392944;0.232391357;6.076965332;36660;17723;4659;2993;2100;1004;917;703;531;330;330;191;148;64;3;0;68356
18:55;26.961586;866.3339233;28.65482238;0.23223877;6.33392334;31067;13156;3633;2494;1805;951;875;694;520;352;352;218;158;75;1;1;56351
18:56;26.99261093;866.2054443;28.79829356;0.23236084;6.205444336;28522;12500;3824;2697;2053;1171;1094;899;687;449;449;272;216;93;2;0;54928
18:57;27.02158356;866.3339233;28.62067125;0.232177734;6.33392334;27823;11337;2883;1897;1318;627;570;424;302;199;199;130;103;49;11;0;47872
18:58;27.05132484;866.2054443;28.77149126;0.23223877;6.205444336;28671;11912;2814;1718;1098;386;334;237;149;84;84;46;37;27;142;3;47739
18:59;27.09016228;866.3339233;28.60366856;0.232055664;6.33392334;23672;10025;2389;1510;995;344;298;210;127;67;67;32;24;7;44;1;39811
19:00;27.11643982;866.0769653;28.3109257;0.232299805;6.076965332;29051;12916;4152;3002;2279;1274;1201;981;759;518;518;312;229;101;20;2;57313
19:01;27.15181732;866.8478394;28.78898196;0.232147217;6.847839355;31352;14422;4630;3337;2528;1388;1291;1041;822;570;570;335;246;119;5;7;62656
19:02;27.18616486;866.4624023;28.38797355;0.232086182;6.462402344;29550;12600;3348;2245;1583;729;668;513;375;242;242;134;98;45;60;2;52432
19:03;27.22025681;865.9484863;28.40440068;0.231903076;5.948486328;26838;9927;2260;1395;931;312;269;174;107;53;53;22;14;5;41;8;42401
19:04;27.26562119;865.4345703;28.39979995;0.231719971;5.434570313;28682;12424;3423;2319;1712;848;774;615;470;309;309;192;138;65;6;3;52286
19:05;27.29125023;866.5908813;28.35952793;0.2315979;6.590881348;24742;9206;2258;1473;974;399;349;239;164;86;86;49;39;19;3;0;40086
19:06;27.33328056;865.5630493;28.4593429;0.231536865;5.563049316;27611;11562;2868;1815;1202;474;424;317;230;152;152;93;75;42;3;1;47020
19:07;27.37607574;865.0491333;28.60757499;0.231536865;5.049133301;17032;7956;1962;1214;773;260;226;145;88;44;44;30;27;25;2;1;29828
19:08;27.41041374;865.9484863;28.30665442;0.231506348;5.948486328;27520;11215;2595;1563;1001;287;244;147;86;39;39;11;6;1;7;0;44761
19:09;27.46025085;866.0769653;27.84179873;0.231048584;6.076965332;37496;18573;5580;3715;2648;1219;1122;871;653;463;463;268;191;96;3;0;73361
19:10;27.49983406;866.5908813;27.93343551;0.231018066;6.590881348;29743;12507;3443;2298;1595;673;600;428;276;174;174;103;72;27;12;0;52125
19:11;27.53570366;866.0769653;27.767736;0.230926514;6.076965332;27115;10477;2448;1483;974;376;338;211;116;57;57;27;17;6;5;5;43707
19:12;27.57323456;865.9484863;28.13914255;0.230865479;5.948486328;28230;11709;2881;1815;1250;503;435;286;179;88;88;45;31;21;3;0;47564
19:13;27.60961151;865.3060913;28.19250268;0.230651855;5.306091309;31974;14434;4096;2662;1896;951;870;699;535;347;347;209;149;68;4;0;59241
19:14;27.65008545;866.0769653;27.79551526;0.230621338;6.076965332;30035;12667;3524;2340;1708;881;809;622;455;302;302;174;134;75;6;1;54034
19:15;27.6666069;866.3339233;27.61404472;0.230957031;6.33392334;27896;11402;3235;2299;1705;848;780;604;437;292;292;181;134;54;5;1;50164
19:16;27.70784378;866.0769653;27.52463217;0.231048584;6.076965332;25486;9242;2262;1485;1080;509;466;342;232;142;142;95;77;30;8;0;41598
19:17;27.74562263;866.0769653;27.70833508;0.231018066;6.076965332;22607;8319;1818;1129;747;257;220;136;86;39;39;18;11;3;23;0;35452
19:18;27.7771225;865.8200073;27.779795;0.230957031;5.820007324;21925;7231;1483;912;592;205;179;115;62;26;26;12;10;3;5;1;32786
19:19;27.81438637;866.2054443;27.63460809;0.23135376;6.205444336;25775;9912;2768;1869;1344;683;626;476;350;251;251;157;116;48;2;0;44628
19:20;27.85087776;865.9484863;27.62294863;0.231170654;5.948486328;23629;8596;2356;1587;1142;619;571;441;332;219;219;142;109;46;77;0;40085
19:21;27.88147926;865.1776123;27.56116353;0.230773926;5.177612305;20153;7475;1805;1191;816;365;330;242;170;105;105;63;46;22;13;4;32901
19:22;27.91386986;865.6915283;27.43296186;0.231262207;5.69152832;21263;6982;1419;840;527;189;158;85;49;29;29;14;11;3;39;3;31637
19:23;27.93832207;865.9484863;27.70628897;0.230255127;5.948486328;26719;11498;3758;2736;2138;1324;1237;1039;828;572;572;370;277;118;59;7;53245
19:24;27.97864532;865.3060913;27.72213635;0.230438232;5.306091309;25532;9657;2741;1955;1494;819;766;603;455;319;319;184;140;71;39;10;45094
19:25;28.01064873;865.9484863;27.47751889;0.230255127;5.948486328;25487;9209;2355;1579;1135;590;522;414;308;213;213;123;92;45;35;5;42320
19:26;28.04213715;865.8200073;27.7669942;0.230957031;5.820007324;25491;9809;2803;1951;1486;841;781;660;525;374;374;246;196;79;24;3;45640
19:27;28.06709862;865.3060913;27.56657847;0.230560303;5.306091309;22094;7805;1907;1259;877;447;398;303;203;128;128;84;69;26;37;0;35765
19:28;28.0916729;865.5630493;27.33536111;0.23046875;5.563049316;25086;10617;3739;2794;2217;1452;1365;1160;930;652;652;394;280;128;10;4;51476
19:29;28.13851738;865.4345703;27.33614133;0.231079102;5.434570313;21288;7667;1697;1039;700;259;220;139;86;45;45;21;12;0;23;1;33241
19:30;28.15093231;865.8200073;27.28272974;0.230712891;5.820007324;23726;7750;1563;944;629;239;209;131;77;40;40;18;8;2;9;12;35385
19:31;28.18778801;865.6915283;27.36812504;0.230651855;5.69152832;28286;11397;3482;2477;1933;1161;1092;906;705;494;494;293;217;84;11;0;53032
19:32;28.21312714;865.5630493;27.16169716;0.230834961;5.563049316;26516;10371;2965;2077;1574;855;787;615;475;313;313;198;147;65;8;1;47279
19:33;28.23974419;865.5630493;27.64612902;0.229553223;5.563049316;25386;9580;2446;1579;1162;571;523;402;290;205;205;114;94;41;12;0;42610
19:34;28.26904678;865.8200073;27.39837347;0.231048584;5.820007324;22700;8088;1843;1104;755;280;248;160;107;68;68;49;35;6;12;1;35523
19:35;28.29527664;865.5630493;27.31474349;0.230224609;5.563049316;28345;11818;3577;2494;1873;1063;998;842;666;457;457;268;197;91;185;1;53331
19:36;28.33008003;864.7921753;27.15893881;0.228668213;4.792175293;24750;9945;2508;1611;1095;473;434;314;231;159;159;98;85;35;12;0;41909
19:37;28.33929443;865.5630493;27.1565693;0.231201172;5.563049316;26871;10998;2960;1975;1396;676;624;483;357;247;247;150;113;53;3;7;47153
19:38;28.35669327;865.5630493;27.02730382;0.230010986;5.563049316;24547;9904;2342;1509;1071;459;412;303;214;144;144;92;74;35;3;0;41253
19:39;28.35234261;864.6636963;27.40246477;0.229919434;4.663696289;27538;10656;2891;1998;1461;731;672;527;380;265;265;149;124;55;1;0;47713
19:40;28.39289856;865.6915283;26.88092971;0.229309082;5.69152832;24619;9954;2583;1740;1248;604;553;423;293;191;191;110;80;24;0;0;42613
19:41;28.41592598;864.9206543;27.05112332;0.22946167;4.920654297;27080;10825;3154;2178;1631;879;805;632;493;334;334;194;132;57;0;0;48728
19:42;28.43268776;865.9484863;26.58238029;0.230804443;5.948486328;21644;7735;1742;1046;723;285;247;170;111;47;47;25;22;6;5;0;33855
19:43;28.45072365;865.3060913;26.89891844;0.230224609;5.306091309;26672;10405;2513;1536;1023;387;344;232;164;104;104;65;48;16;5;0;43618
19:44;28.47362137;864.6636963;27.35921764;0.230499268;4.663696289;27903;11787;3616;2547;1974;1167;1083;903;729;517;517;337;254;125;0;0;53459
19:45;28.50061226;865.3060913;26.58835589;0.230133057;5.306091309;24133;9248;2104;1277;864;313;272;168;105;51;51;25;12;4;3;0;38630
19:46;28.5300312;865.1776123;26.9780762;0.230651855;5.177612305;28035;11464;3038;2101;1526;798;739;583;439;305;305;178;132;68;3;1;49714
19:47;28.54781151;864.7921753;26.84772853;0.231140137;4.792175293;24985;9646;2296;1460;990;407;363;252;151;92;92;65;56;21;7;0;40883
19:48;28.56495094;865.0491333;26.86436079;0.230957031;5.049133301;28384;12619;4377;3199;2469;1486;1391;1165;957;693;693;444;317;152;12;0;58358
19:49;28.58324051;865.3060913;26.88443288;0.23147583;5.306091309;28076;11838;3784;2756;2107;1173;1092;874;672;466;466;278;217;95;3;0;53897
19:50;28.60408592;865.5630493;26.66266938;0.232177734;5.563049316;27412;11472;3195;2167;1569;778;704;537;409;271;271;173;133;73;8;0;49172
19:51;28.62518883;865.8200073;26.80864511;0.232513428;5.820007324;23598;9432;2166;1365;899;299;253;161;92;47;47;24;16;6;5;2;38410
19:52;28.64053535;864.7921753;27.23875968;0.232452393;4.792175293;23869;9716;2327;1400;880;283;235;145;83;32;32;11;7;3;2;1;39025
19:53;28.6538372;864.9206543;26.91552765;0.232818604;4.920654297;30130;14057;4495;3233;2445;1351;1269;1067;849;581;581;345;242;116;3;0;60764
19:54;28.64296532;865.5630493;26.79049969;0.231811523;5.563049316;28853;12102;3330;2246;1627;809;746;581;447;298;298;193;149;72;5;1;51756
19:55;28.62007332;865.5630493;26.6087146;0.23223877;5.563049316;33661;16047;4871;3400;2465;1226;1138;894;662;440;440;251;185;89;5;0;65774
19:56;28.60421371;865.4345703;26.42004634;0.232543945;5.434570313;33123;14663;3829;2422;1627;660;595;428;308;180;180;98;75;44;4;0;58236
19:57;28.58528709;864.5352173;26.75139555;0.232543945;4.535217285;26588;11342;2673;1585;1010;318;273;152;79;33;33;10;8;3;17;0;44124
19:58;28.5586834;865.0491333;26.68568539;0.232543945;5.049133301;32497;15250;4497;3078;2207;1171;1082;865;659;452;452;266;195;107;17;4;62795
19:59;28.53693962;865.5630493;26.821187;0.232147217;5.563049316;47603;26408;7633;4797;3044;936;819;561;370;222;222;126;93;41;6;1;92881
20:00;28.51135635;864.9206543;26.85436048;0.232177734;4.920654297;35074;17753;5614;3835;2761;1386;1271;989;762;515;515;284;203;102;6;1;71070
20:01;28.47055054;866.0769653;26.68274054;0.232543945;6.076965332;37290;19004;5542;3760;2772;1442;1338;1080;827;553;553;324;247;117;17;2;74866
20:02;28.44470978;865.3060913;26.86494542;0.232910156;5.306091309;33660;15592;4517;3056;2191;1117;1034;828;620;410;410;233;161;80;8;4;63917
20:03;28.40633392;865.9484863;26.86488815;0.232818604;5.948486328;30990;13745;3525;2256;1516;650;585;422;297;188;188;111;87;39;24;3;54623
20:04;28.37204552;865.0491333;27.02245815;0.232818604;5.049133301;30500;13192;3284;2037;1370;506;437;296;204;113;113;72;54;19;48;14;52245
20:05;28.33161545;865.3060913;27.36069518;0.23348999;5.306091309;29695;12873;3548;2358;1643;738;671;514;368;226;226;128;86;33;34;32;53141
20:06;28.3053875;865.4345703;26.86780342;0.233001709;5.434570313;35484;16726;4759;3164;2240;1017;934;738;566;366;366;211;156;67;48;17;66842
20:07;28.28312302;865.0491333;26.93736972;0.232116699;5.049133301;26950;11960;2847;1765;1104;344;290;188;112;53;53;24;16;2;33;21;45741
20:08;28.26840782;865.0491333;27.38918085;0.233612061;5.049133301;30463;13444;3685;2435;1716;723;657;503;361;234;234;130;87;34;46;13;54752
20:09;28.25445938;865.3060913;27.01187925;0.233093262;5.306091309;28863;12535;3640;2484;1801;888;819;627;473;327;327;186;137;57;30;14;53194
20:10;28.24268723;865.4345703;26.9658661;0.233856201;5.434570313;41017;21580;5723;3552;2245;772;687;452;298;180;180;119;83;40;28;6;76956
20:11;28.23974419;865.1776123;26.75624914;0.232574463;5.177612305;31694;14154;3453;2204;1449;531;454;306;217;123;123;69;60;36;31;8;54904
20:12;28.23308945;865.1776123;27.14927588;0.233886719;5.177612305;29053;12116;3005;1955;1361;536;486;351;251;132;132;72;50;23;31;5;49554
20:13;28.24242973;864.9206543;27.10775076;0.233276367;4.920654297;28190;11886;3364;2281;1674;796;737;562;420;285;285;162;116;49;26;11;50833
20:14;28.25893784;865.4345703;27.35774894;0.233184814;5.434570313;27623;11847;3790;2671;2069;1168;1075;890;678;456;456;235;176;66;36;8;53236
20:15;28.26943016;865.3060913;27.37814374;0.232971191;5.306091309;25733;11048;3144;2165;1578;818;747;606;460;324;324;210;160;78;18;9;47413
20:16;28.27762032;866.0769653;27.265677;0.23348999;6.076965332;21190;8509;2092;1292;845;268;234;128;71;30;30;13;8;2;299;6;35011
20:17;28.27621269;865.3060913;27.14370377;0.233337402;5.306091309;20321;7536;1784;1146;752;263;227;144;79;36;36;19;14;12;23;5;32392
20:18;28.28708839;865.9484863;26.93587774;0.233520508;5.948486328;27047;10969;2806;1802;1272;568;513;388;282;175;175;115;77;41;25;9;46255
20:19;28.27889824;865.5630493;26.8589214;0.234344482;5.563049316;25729;10645;2926;2031;1476;727;670;537;406;287;287;178;141;55;94;9;46189
20:20;28.27646828;865.1776123;27.16834703;0.233551025;5.177612305;24799;11274;3325;2270;1618;841;783;594;450;304;304;200;149;74;224;0;47209
20:21;28.26175308;865.5630493;27.17921999;0.233551025;5.563049316;28499;12680;4100;2923;2237;1293;1207;993;765;509;509;304;209;109;20;2;56357
20:22;28.24473381;865.4345703;27.21925615;0.233398438;5.434570313;26831;11322;2604;1604;1048;368;313;184;110;51;51;23;18;9;19;5;44555
20:23;28.22707558;864.5352173;27.42655296;0.233764648;4.535217285;25108;10461;2393;1459;945;333;279;160;93;35;35;11;6;1;26;5;41345
20:24;28.20480919;865.5630493;26.98952099;0.233642578;5.563049316;30161;13628;3979;2651;1903;961;877;699;517;353;353;211;155;63;34;9;56545
20:25;28.19213867;866.0769653;27.29101572;0.234191895;6.076965332;35201;17915;5596;3828;2780;1408;1315;1028;779;525;525;306;205;89;23;8;71523
20:26;28.18343735;865.0491333;27.20093634;0.234222412;5.049133301;35198;16780;4612;3039;2129;870;783;543;380;239;239;146;102;42;16;6;65118
20:27;28.17934227;865.5630493;27.38489513;0.233459473;5.563049316;35148;16845;4579;2963;2080;861;760;550;393;246;246;130;92;48;32;5;64973
20:28;28.18945122;866.0769653;27.38724276;0.233276367;6.076965332;25905;11370;2783;1734;1128;367;319;198;96;43;43;19;15;4;27;11;44051
20:29;28.18932343;866.3339233;26.5821314;0.234191895;6.33392334;30956;14127;4159;2915;2128;1048;967;761;574;371;371;198;136;67;14;4;58792
20:30;28.2044239;865.3060913;27.2216578;0.234191895;5.306091309;29402;12477;2993;1907;1235;412;360;216;128;67;67;33;22;5;21;3;49345
20:31;28.20058441;864.9206543;27.285374;0.234100342;4.920654297;30425;13963;4462;3128;2393;1360;1261;1031;821;580;580;352;265;115;12;4;60748
20:32;28.2044239;865.8200073;27.3332654;0.234222412;5.820007324;30762;13762;3567;2327;1613;648;573;420;297;184;184;107;77;29;13;1;54563
20:33;28.22093391;865.4345703;27.14847098;0.234466553;5.434570313;28094;12372;2955;1816;1142;360;306;185;95;40;40;11;6;1;32;2;47455
20:34;28.23232269;865.3060913;27.27383142;0.233856201;5.306091309;29334;13828;3182;1878;1139;339;279;178;93;39;39;14;11;5;16;7;50374
20:35;28.25177193;866.0769653;27.31918474;0.234832764;6.076965332;32585;15178;3424;2050;1320;469;400;271;180;92;92;34;21;11;62;1;56189
20:36;28.27288437;865.3060913;27.11438527;0.233825684;5.306091309;31551;15810;4620;3182;2371;1288;1203;977;749;517;517;325;226;113;123;1;63572
20:37;28.29310226;865.0491333;27.10267017;0.234527588;5.049133301;35035;17114;5377;3721;2778;1558;1453;1176;915;604;604;350;263;136;32;5;71116
20:38;28.31882095;866.0769653;26.67391975;0.234375;6.076965332;24811;10425;2515;1624;1078;425;386;270;172;102;102;55;45;23;26;1;42059
20:39;28.33711624;865.1776123;27.27079741;0.234008789;5.177612305;24259;10032;2118;1283;845;270;224;141;78;35;35;11;7;2;18;6;39358
20:40;28.36437035;865.1776123;27.28127013;0.233215332;5.177612305;36720;17319;3840;2267;1412;441;385;240;154;71;71;36;31;7;13;4;63007
20:41;28.39481926;865.0491333;27.1297635;0.234283447;5.049133301;38185;20089;5830;3901;2785;1464;1356;1078;855;578;578;326;235;110;101;2;77471
20:42;28.41554451;865.0491333;27.12403284;0.234863281;5.049133301;37939;18315;4322;2887;2125;1114;1024;810;629;418;418;260;190;87;10;1;70548
20:43;28.43946648;865.0491333;27.04521664;0.233825684;5.049133301;36485;18174;5303;3594;2592;1260;1157;892;677;427;427;234;151;71;26;2;71470
20:44;28.45929527;865.3060913;27.05840697;0.233551025;5.306091309;29198;12946;3670;2496;1792;882;815;643;496;323;323;180;127;54;15;8;53960
20:45;28.48423958;865.5630493;26.83089138;0.234100342;5.563049316;30831;13845;3758;2490;1736;678;596;437;295;182;182;90;65;34;11;3;55230
20:46;28.49882126;864.9206543;26.97341423;0.233978271;4.920654297;32531;14767;4026;2638;1785;751;683;494;321;200;200;110;86;45;264;4;58901
20:47;28.52811241;864.5352173;26.94211807;0.233184814;4.535217285;24919;10266;2468;1503;957;293;249;156;85;38;38;15;9;3;13;1;41012
20:48;28.54205513;865.4345703;26.82105405;0.233276367;5.434570313;27692;12671;3671;2503;1851;973;898;718;528;357;357;204;157;79;14;1;52673
20:49;28.574543;864.6636963;26.91078605;0.233642578;4.663696289;29235;12426;3194;2037;1381;606;547;403;267;166;166;104;83;44;25;2;50684
20:50;28.58490181;865.6915283;26.46429907;0.233886719;5.69152832;31285;14381;4060;2745;1997;947;873;694;527;364;364;222;162;70;45;6;58736
20:51;28.61483002;866.0769653;26.26546193;0.233459473;6.076965332;33920;16374;3913;2312;1449;425;359;214;116;63;63;25;15;2;27;8;59277
20:52;28.63759422;865.9484863;26.17780096;0.233734131;5.948486328;30458;13807;4035;2752;1984;1027;939;733;531;349;349;198;133;62;48;4;57405
20:53;28.66278839;865.4345703;26.69701888;0.233947754;5.434570313;44354;24158;6751;4261;2753;1057;973;732;527;351;351;200;145;63;20;15;86696
20:54;28.68069077;864.9206543;26.67851537;0.234008789;4.920654297;38347;20018;6124;4069;2979;1542;1422;1151;896;606;606;369;265;114;25;7;78533
20:55;28.71458054;866.0769653;26.17679443;0.234924316;6.076965332;32659;15879;4010;2432;1558;638;589;457;338;213;213;124;84;42;21;6;59257
20:56;28.73376083;865.5630493;26.18012601;0.234680176;5.563049316;25624;11550;3006;1971;1366;666;604;459;345;230;230;146;104;53;16;4;46370
20:57;28.75358009;865.6915283;26.12724854;0.234100342;5.69152832;27141;11286;2862;1844;1299;612;566;438;312;207;207;135;108;54;257;4;47328
20:58;28.77761841;865.3060913;26.52637567;0.234710693;5.306091309;32587;15672;4433;2918;1997;827;732;542;397;246;246;135;105;41;23;0;60901
20:59;28.79206657;865.3060913;26.59442369;0.234588623;5.306091309;30962;13453;3510;2237;1540;655;591;466;340;227;227;142;99;34;18;6;54501
21:00;28.80255127;865.3060913;26.19684837;0.233978271;5.306091309;28093;12565;3852;2735;2106;1235;1162;937;759;510;510;299;212;97;16;0;55088
21:01;28.82236862;865.8200073;26.02402796;0.234161377;5.820007324;29316;13476;4033;2785;2066;1085;1001;806;605;415;415;247;176;78;11;0;56515
21:02;28.84065247;865.0491333;26.19979833;0.233581543;5.049133301;25260;10864;2711;1724;1147;452;391;269;192;109;109;60;48;16;41;3;43393
21:03;28.85497093;865.5630493;26.39387199;0.234069824;5.563049316;25129;9694;2168;1331;878;310;265;161;88;43;43;17;15;5;112;0;40259
21:04;28.88156319;864.9206543;26.43605811;0.234039307;4.920654297;29031;12795;3765;2520;1850;976;910;716;543;368;368;217;162;65;31;0;54317
21:05;28.89242935;865.4345703;26.41743468;0.234130859;5.434570313;28222;13100;3846;2608;1937;1053;983;778;614;426;426;267;198;90;16;9;54564
21:06;28.90393448;864.9206543;26.45739447;0.23425293;4.920654297;25717;10508;2777;1872;1368;727;677;541;409;262;262;166;117;56;136;1;45595
21:07;28.89882088;864.9206543;26.25169675;0.234069824;4.920654297;25626;10523;2788;1818;1314;622;568;445;322;207;207;121;91;46;24;0;44722
21:08;28.89549828;864.9206543;26.41898976;0.233978271;4.920654297;30328;13927;3775;2536;1884;1000;932;748;548;382;382;214;153;73;16;4;56898
21:09;28.88015747;864.9206543;26.41912317;0.233673096;4.920654297;30390;13985;4450;3118;2372;1343;1249;1000;778;539;539;321;240;100;13;2;60437
21:10;28.85739899;865.0491333;26.30907297;0.234161377;5.049133301;27709;11548;2785;1742;1202;502;447;313;208;131;131;75;49;14;14;3;46870
21:11;28.83873367;865.8200073;26.30217909;0.234222412;5.820007324;30390;13449;3977;2768;2049;1175;1102;916;677;457;457;279;203;97;13;2;58009
21:12;28.81188583;865.3060913;26.52658615;0.233947754;5.306091309;30489;14109;4439;3147;2413;1352;1244;1020;797;555;555;323;243;104;17;5;60807
21:13;28.76649475;865.1776123;26.51509596;0.233825684;5.177612305;29125;12862;3644;2444;1811;865;788;619;454;302;302;171;124;55;21;3;53587
21:14;28.74207115;865.3060913;26.57048963;0.234741211;5.306091309;22184;9474;2314;1457;943;313;267;160;73;31;31;7;5;3;27;0;37289
21:15;28.71048737;865.4345703;26.22591285;0.234161377;5.434570313;28399;14173;4322;2931;2093;950;876;676;486;341;341;210;161;62;26;0;56047
